	X_Minimum	X_Maximum	Y_Minimum	Y_Maximum	Pixels_Areas	X_Perimeter	Y_Perimeter	Sum_of_Luminosity	Minimum_of_Luminosity	Maximum_of_Luminosity	Length_of_Conveyer	TypeOfSteel_A300	TypeOfSteel_A400	Steel_Plate_Thickness	Edges_Index	Empty_Index	Square_Index	Outside_X_Index	Edges_X_Index	Edges_Y_Index	Outside_Global_Index	LogOfAreas	Log_X_Index	Log_Y_Index	Orientation_Index	Luminosity_Index	SigmoidOfAreas	Class
1623	659	686	4194670	4194684	169	47	27	20262	107	135	1356	1	0	100	0.972	0.5529	0.5185	0.0199	0.5745	0.5185	0.0	2.2279	1.4314	1.1461	-0.4815	-0.0633	0.6236	6
1624	1163	1171	2016193	2016200	52	8	7	6293	104	142	1620	1	0	70	0.5543	0.0714	0.875	0.0049	1.0	1.0	0.0	1.716	0.9031	0.8451	-0.125	-0.0545	0.1622	7
1625	0	37	814236	814627	7292	466	536	608995	43	108	1352	1	0	70	0.0	0.496	0.0946	0.0274	0.0794	0.7295	1.0	3.8628	1.5682	2.5922	0.9054	-0.3475	1.0	2
1627	1613	1622	1752541	1752560	116	17	19	9105	65	94	1658	1	0	80	0.0434	0.3216	0.4737	0.0054	0.5294	1.0	1.0	2.0645	0.9542	1.2787	0.5263	-0.3868	0.2942	7
1629	1614	1638	676623	676657	655	33	35	49303	54	93	1687	1	0	80	0.0581	0.1973	0.7059	0.0142	0.7273	0.9714	1.0	2.8162	1.3802	1.5315	0.2941	-0.4119	0.9685	3
1630	126	151	639972	639993	339	70	35	42620	119	135	1360	0	1	40	0.1853	0.3543	0.84	0.0184	0.3571	0.6	0.0	2.5302	1.3979	1.3222	-0.16	-0.0178	0.8153	2
1633	43	52	86284	86313	153	13	29	17753	101	134	1687	0	1	200	0.051	0.4138	0.3103	0.0053	0.6923	1.0	1.0	2.1847	0.9542	1.4624	0.6897	-0.0935	0.4317	1
1634	1136	1142	1421726	1421746	83	14	20	9917	110	134	1696	0	1	60	0.6533	0.3083	0.3	0.0035	0.4286	1.0	1.0	1.9191	0.7782	1.301	0.7	-0.0666	0.2288	1
1636	25	33	3277804	3277821	91	15	17	10957	105	141	1658	1	0	100	0.0302	0.3309	0.4706	0.0048	0.5333	1.0	1.0	1.959	0.9031	1.2305	0.5294	-0.0593	0.2482	7
1637	1495	1560	123779	123815	1002	97	64	99456	87	116	1633	0	1	300	0.0894	0.5718	0.5538	0.0398	0.6701	0.5625	0.0	3.0009	1.8129	1.5563	-0.4462	-0.2245	1.0	7
1640	90	131	906500	906534	571	58	43	62823	73	252	1692	1	0	80	0.1064	0.5904	0.8293	0.0242	0.7069	0.7907	0.0	2.7566	1.6128	1.5315	-0.1707	-0.1405	0.9993	6
1641	936	942	625664	625675	52	9	11	8801	159	181	1387	0	1	40	0.6417	0.2121	0.5454	0.0043	0.6667	1.0	1.0	1.716	0.7782	1.0414	0.4545	0.3223	0.1715	3
1642	42	53	141291	141311	135	19	20	7015	36	71	1356	1	0	300	0.0619	0.3864	0.55	0.0081	0.5789	1.0	1.0	2.1303	1.0414	1.301	0.45	-0.594	0.3663	7
1645	325	361	58567	58747	2059	134	200	374117	169	199	1387	0	1	40	0.4686	0.6823	0.2	0.026	0.2687	0.9	1.0	3.3137	1.5563	2.2553	0.8	0.4195	1.0	7
1647	619	628	1126672	1126680	59	12	8	6638	95	127	1696	0	1	60	0.73	0.1806	0.8889	0.0053	0.75	1.0	0.0	1.7708	0.9542	0.9031	-0.1111	-0.121	0.1773	7
1653	501	526	1986222	1986247	476	38	25	45968	40	141	1666	1	0	100	0.6014	0.2384	1.0	0.015	0.6579	1.0	0.5	2.6776	1.3979	1.3979	0.0	-0.2455	0.8958	7
1656	225	241	1301932	1301945	85	23	16	8566	93	111	1358	1	0	70	0.3314	0.5914	0.8125	0.0118	0.6956	0.8125	0.0	1.9294	1.2041	1.1139	-0.1875	-0.2127	0.3479	2
1657	9	20	1214727	1214748	140	13	23	14835	82	124	1373	0	1	40	0.0131	0.3939	0.5238	0.008	0.8461	0.913	1.0	2.1461	1.0414	1.3222	0.4762	-0.1722	0.3834	7
1660	55	174	327823	327870	3437	163	82	354240	45	126	1360	0	1	40	0.0809	0.3855	0.395	0.0875	0.7301	0.5732	0.0	3.5362	2.0756	1.6721	-0.605	-0.1948	1.0	3
1661	929	939	1248676	1248687	88	13	11	9120	88	118	1656	1	0	80	0.8659	0.2	0.9091	0.006	0.7692	1.0	1.0	1.9445	1.0	1.0414	0.0909	-0.1903	0.2173	6
1662	0	224	418600	418798	20894	1169	712	2529140	18	143	1398	0	1	40	0.0	0.5289	0.8839	0.1602	0.1916	0.2781	0.0	4.32	2.3503	2.2967	-0.1161	-0.0543	1.0	3
1663	189	214	1025376	1025473	1348	98	100	126759	81	118	1356	1	0	70	0.2788	0.4441	0.2577	0.0184	0.2551	0.97	1.0	3.1297	1.3979	1.9868	0.7423	-0.2654	1.0	2
1666	127	166	533732	533745	207	40	23	25309	115	134	1356	0	1	40	0.1873	0.5917	0.3333	0.0288	0.975	0.5652	0.0	2.316	1.5911	1.1139	-0.6667	-0.0448	0.7966	3
1667	367	440	795618	795659	2108	80	61	175110	6	119	1387	0	1	40	0.5292	0.2957	0.5616	0.0526	0.9125	0.6721	0.0	3.3239	1.8633	1.6128	-0.4384	-0.351	1.0	3
1669	71	79	471955	472005	230	22	50	23697	93	118	1353	0	1	185	0.105	0.425	0.16	0.0059	0.3636	1.0	1.0	2.3617	0.9031	1.699	0.84	-0.1951	0.6574	7
1672	232	241	1384749	1384772	139	19	23	15080	89	126	1696	0	1	60	0.2736	0.3285	0.3913	0.0053	0.4737	1.0	1.0	2.143	0.9542	1.3617	0.6087	-0.1524	0.3464	7
1673	338	348	393428	393468	273	31	40	29865	93	125	1376	0	1	40	0.4913	0.3175	0.25	0.0073	0.3226	1.0	1.0	2.4362	1.0	1.6021	0.75	-0.1453	0.6574	6
1676	1291	1305	4046506	4046520	131	16	15	13742	95	118	1346	0	1	40	0.0609	0.3316	1.0	0.0104	0.875	0.9333	0.5	2.1173	1.1461	1.1461	0.0	-0.1805	0.33	7
1678	63	82	287835	287869	400	49	42	35427	78	101	1356	1	0	70	0.0929	0.3808	0.5588	0.014	0.3878	0.8095	1.0	2.6021	1.2787	1.5315	0.4412	-0.3081	0.9082	2
1679	39	191	2300567	2300643	5957	289	166	637883	48	135	1404	0	1	40	0.0556	0.4843	0.5	0.1083	0.526	0.4578	0.0	3.775	2.1818	1.8808	-0.5	-0.1634	1.0	3
1681	557	570	2425687	2425716	261	28	29	28261	91	126	1358	0	1	40	0.8203	0.3077	0.4483	0.0096	0.4643	1.0	1.0	2.4166	1.1139	1.4624	0.5517	-0.1541	0.6221	1
1682	1118	1130	2673603	2673616	118	16	13	14120	103	253	1358	0	1	40	0.3358	0.2436	0.9231	0.0088	0.75	1.0	1.0	2.0719	1.0792	1.1139	0.0769	-0.0652	0.2739	7
1684	1288	1302	1388373	1388398	159	25	29	18514	105	128	1687	1	0	80	0.4564	0.5457	0.56	0.0083	0.56	0.8621	1.0	2.2014	1.1461	1.3979	0.44	-0.0903	0.5789	7
1688	123	132	785268	785285	78	15	17	11382	129	157	1658	1	0	143	0.1484	0.4902	0.5294	0.0054	0.6	1.0	1.0	1.8921	0.9542	1.2305	0.4706	0.14	0.2699	5
1692	1041	1056	1276792	1276817	252	20	25	28061	92	135	1652	1	0	100	0.7215	0.328	0.6	0.0091	0.75	1.0	1.0	2.4014	1.1761	1.3979	0.4	-0.1301	0.6189	6
1693	625	631	1934306	1934337	127	19	31	13897	99	125	1364	0	1	100	0.9164	0.3172	0.1936	0.0044	0.3158	1.0	1.0	2.1038	0.7782	1.4914	0.8065	-0.1451	0.3154	5
1699	262	274	849219	849235	139	15	16	14610	71	126	1690	1	0	120	0.3101	0.276	0.75	0.0071	0.8	1.0	1.0	2.143	1.0792	1.2041	0.25	-0.1788	0.3241	6
1700	39	66	1384526	1384579	794	131	91	101435	119	140	1402	0	1	40	0.0556	0.4451	0.5094	0.0193	0.2061	0.5824	1.0	2.8998	1.4314	1.7243	0.4906	-0.0019	0.9995	3
1701	893	902	1664446	1664455	61	11	9	6682	92	133	1356	1	0	80	0.6696	0.2469	1.0	0.0066	0.8182	1.0	0.5	1.7853	0.9542	0.9542	0.0	-0.1442	0.1862	6
1704	1314	1333	3149494	3149542	566	28	49	49867	70	103	1387	0	1	40	0.0779	0.3794	0.3958	0.0137	0.6786	0.9796	1.0	2.7528	1.2787	1.6812	0.6042	-0.3117	0.9831	3
1705	902	936	31494	31567	1111	62	74	96340	50	108	1627	0	1	40	0.8494	0.5524	0.4658	0.0209	0.5484	0.9865	1.0	3.0457	1.5315	1.8633	0.5343	-0.3225	1.0	7
1706	43	186	143167	143219	4403	215	115	457632	38	126	1360	0	1	40	0.0632	0.4079	0.3636	0.1051	0.6651	0.4522	0.0	3.6437	2.1553	1.716	-0.6364	-0.188	1.0	3
1707	7	19	2153394	2153410	93	19	17	9214	90	108	1356	1	0	70	0.0103	0.5156	0.75	0.0088	0.6316	0.9412	1.0	1.9685	1.0792	1.2041	0.25	-0.226	0.3241	2
1709	207	225	1067022	1067027	55	19	6	7484	122	150	1372	1	0	69	0.3018	0.3889	0.2778	0.0131	0.9474	0.8333	0.0	1.7404	1.2553	0.699	-0.7222	0.0631	0.1954	7
1710	295	308	12725281	12725314	291	20	33	28711	68	126	1358	0	1	40	0.4345	0.3217	0.3939	0.0096	0.65	1.0	1.0	2.4639	1.1139	1.5185	0.6061	-0.2292	0.6995	1
1711	771	778	1264388	1264403	84	9	15	9968	107	133	1358	0	1	50	0.8542	0.2	0.4667	0.0052	0.7778	1.0	1.0	1.9243	0.8451	1.1761	0.5333	-0.0729	0.2116	6
1713	505	515	106604	106668	284	42	69	31062	97	119	1687	0	1	150	0.5987	0.5562	0.1563	0.0059	0.2381	0.9275	1.0	2.4533	1.0	1.8062	0.8438	-0.1455	0.9048	1
1714	770	780	1608591	1608609	121	14	18	12773	91	124	1354	1	0	80	0.8479	0.3278	0.5556	0.0074	0.7143	1.0	1.0	2.0828	1.0	1.2553	0.4444	-0.1753	0.3068	6
1715	1271	1301	9831578	9831856	2962	231	284	342202	101	127	1362	0	1	40	0.0896	0.6448	0.1079	0.022	0.1299	0.9789	1.0	3.4716	1.4771	2.444	0.8921	-0.0974	1.0	7
1717	39	194	643657	643725	6293	216	124	647587	47	124	1356	0	1	40	0.0575	0.4029	0.4387	0.1143	0.7176	0.5484	0.0	3.7989	2.1903	1.8325	-0.5613	-0.1961	1.0	3
1718	17	33	2656857	2656867	78	28	17	9208	105	132	1352	1	0	70	0.0251	0.5125	0.625	0.0118	0.5714	0.5882	0.0	1.8921	1.2041	1.0	-0.375	-0.0777	0.2792	2
1722	273	298	473262	473272	94	30	18	11877	117	143	1366	0	1	40	0.3997	0.624	0.4	0.0183	0.8333	0.5556	0.0	1.9731	1.3979	1.0	-0.6	-0.0129	0.4138	7
1723	21	27	1988956	1988984	112	21	28	13196	110	132	1356	0	1	40	0.031	0.3333	0.2143	0.0044	0.2857	1.0	1.0	2.0492	0.7782	1.4472	0.7857	-0.0795	0.2901	6
1724	1049	1058	3577116	3577127	67	12	11	7881	106	132	1376	0	1	40	0.4622	0.3232	0.8182	0.0065	0.75	1.0	1.0	1.8261	0.9542	1.0414	0.1818	-0.081	0.2051	6
1726	618	625	2172852	2172874	105	16	23	12094	106	125	1366	0	1	100	0.9048	0.3182	0.3182	0.0051	0.4375	0.9565	1.0	2.0212	0.8451	1.3424	0.6818	-0.1001	0.2712	5
1728	1329	1340	12799	12804	39	11	7	4642	110	134	1353	0	1	200	0.0192	0.2909	0.4545	0.0081	1.0	0.7143	0.0	1.5911	1.0414	0.699	-0.5454	-0.0701	0.1613	7
1731	41	209	4639210	4639275	5828	296	169	618846	48	126	1358	0	1	40	0.0604	0.4663	0.3869	0.1237	0.5676	0.3846	0.0	3.7655	2.2253	1.8129	-0.6131	-0.1704	1.0	3
1733	39	178	2627229	2627391	7998	558	343	889727	49	140	1400	0	1	40	0.0557	0.6448	0.858	0.0993	0.2491	0.4723	1.0	3.903	2.143	2.2095	0.142	-0.1309	1.0	3
1734	1123	1137	11066410	11066424	143	20	14	16288	96	127	1362	0	1	40	0.3304	0.2704	1.0	0.0103	0.7	1.0	0.5	2.1553	1.1461	1.1461	0.0	-0.1101	0.33	7
1735	707	714	807870	807880	53	10	10	5039	81	111	1360	1	0	100	0.95	0.2429	0.7	0.0052	0.7	1.0	1.0	1.7243	0.8451	1.0	0.3	-0.2572	0.1753	1
1737	517	521	203197	203200	9	4	4	1059	107	132	1360	0	1	50	0.7603	0.25	0.75	0.0029	1.0	0.75	0.0	0.9542	0.6021	0.4771	-0.25	-0.0807	0.1262	4
1740	532	544	3581245	3581267	148	25	23	16061	91	127	1686	1	0	60	0.6311	0.4394	0.5454	0.0071	0.48	0.9565	1.0	2.1703	1.0792	1.3424	0.4545	-0.1522	0.4366	6
1743	1330	1334	1668998	1669028	73	15	30	8549	109	127	1358	0	1	40	0.0353	0.3917	0.1333	0.003	0.2667	1.0	1.0	1.8633	0.6021	1.4771	0.8667	-0.0851	0.2288	5
1746	1257	1275	180920	180939	160	55	32	19189	112	135	1356	0	1	40	0.1195	0.5322	0.9474	0.0133	0.3273	0.5938	1.0	2.2041	1.2553	1.2787	0.0526	-0.063	0.5659	7
1747	41	224	1370247	1370411	11535	758	419	1327403	23	141	1400	0	1	40	0.0586	0.6156	0.8962	0.1307	0.2414	0.3914	0.0	4.062	2.2624	2.2148	-0.1038	-0.101	1.0	3
1748	1035	1040	156370	156373	9	5	4	1063	107	126	1358	0	1	50	0.4683	0.4	0.6	0.0037	1.0	0.75	0.0	0.9542	0.699	0.4771	-0.4	-0.0773	0.1284	4
1749	54	76	1810277	1810283	78	22	10	8246	95	117	1356	1	0	70	0.0796	0.4091	0.2727	0.0162	1.0	0.6	0.0	1.8921	1.3424	0.7782	-0.7273	-0.1741	0.2432	2
1754	699	708	86285	86296	57	11	12	10612	179	197	1353	0	1	200	0.9534	0.4242	0.8182	0.0066	0.8182	0.9167	1.0	1.7559	0.9542	1.0414	0.1818	0.4545	0.2051	7
1758	1115	1130	817076	817090	140	21	14	13836	58	135	1690	1	0	150	0.6627	0.3333	0.9333	0.0089	0.7143	1.0	0.0	2.1461	1.1761	1.1461	-0.0667	-0.2279	0.3509	7
1761	1106	1116	2371582	2371598	106	12	16	12311	107	125	1358	0	1	40	0.3564	0.3375	0.625	0.0074	0.8333	1.0	1.0	2.0253	1.0	1.2041	0.375	-0.0926	0.2792	7
1762	1175	1187	2488529	2488541	111	14	12	11868	93	124	1352	1	0	100	0.2441	0.2292	1.0	0.0089	0.8571	1.0	0.5	2.0453	1.0792	1.0792	0.0	-0.1647	0.2583	6
1765	1327	1332	1647908	1647954	144	20	47	17271	110	132	1354	0	1	40	0.0325	0.3739	0.1087	0.0037	0.25	0.9787	1.0	2.1584	0.699	1.6628	0.8913	-0.063	0.3819	5
1767	322	357	1747625	1747660	314	84	50	38597	110	140	1356	1	0	70	0.4749	0.7437	1.0	0.0258	0.4167	0.7	0.5	2.4969	1.5441	1.5441	0.0	-0.0397	0.9979	2
1769	655	672	4212846	4212863	210	18	17	20438	48	126	1650	1	0	69	0.7939	0.2734	1.0	0.0103	0.9444	1.0	0.5	2.3222	1.2305	1.2305	0.0	-0.2397	0.4779	7
1770	805	813	273908	273912	16	8	4	2121	114	148	1358	0	1	50	0.8026	0.5	0.5	0.0059	1.0	1.0	0.0	1.2041	0.9031	0.6021	-0.5	0.0356	0.1417	4
1771	515	537	833989	833995	74	26	10	10476	129	151	1364	1	0	70	0.7551	0.4394	0.2727	0.0161	0.8461	0.6	0.0	1.8692	1.3424	0.7782	-0.7273	0.106	0.2432	7
1774	1145	1154	595201	595245	226	23	44	24834	93	126	1358	1	0	100	0.3004	0.4293	0.2045	0.0066	0.3913	1.0	1.0	2.3541	0.9542	1.6435	0.7954	-0.1415	0.6514	6
1775	727	739	587412	587452	289	35	40	30229	75	124	1374	0	1	40	0.9243	0.3979	0.3	0.0087	0.3429	1.0	1.0	2.4609	1.0792	1.6021	0.7	-0.1828	0.7659	7
1776	3	15	221100	221142	294	35	42	20642	47	95	1356	1	0	70	0.0044	0.4167	0.2857	0.0088	0.3429	1.0	1.0	2.4683	1.0792	1.6233	0.7143	-0.4515	0.7933	2
1777	41	211	1484624	1484688	6337	344	174	654684	41	127	1358	0	1	40	0.0604	0.4176	0.3765	0.1252	0.4942	0.3678	0.0	3.8019	2.2304	1.8062	-0.6235	-0.1929	1.0	3
1778	41	218	897989	898132	14949	720	469	1734628	27	142	1400	0	1	40	0.0586	0.4094	0.8079	0.1264	0.2458	0.3049	0.0	4.1746	2.248	2.1553	-0.1921	-0.0935	1.0	3
1779	1538	1562	830518	830524	51	25	11	4561	77	103	1686	1	0	211	0.1471	0.6458	0.25	0.0142	0.96	0.5454	0.0	1.7076	1.3802	0.7782	-0.75	-0.3013	0.2583	6
1780	85	209	7275798	7275852	4239	150	76	456305	65	127	1358	0	1	40	0.1252	0.3669	0.4355	0.0913	0.8267	0.7105	0.0	3.6273	2.0934	1.7324	-0.5645	-0.159	1.0	3
1788	1361	1371	3041016	3041025	56	12	9	6345	102	127	1692	1	0	70	0.3794	0.3778	0.9	0.0059	0.8333	1.0	0.0	1.7482	1.0	0.9542	-0.1	-0.1148	0.1954	7
1790	18	24	1312116	1312132	59	15	16	3095	41	71	1356	1	0	70	0.0266	0.3854	0.375	0.0044	0.4	1.0	1.0	1.7708	0.7782	1.2041	0.625	-0.5902	0.2018	2
1792	2	15	2629644	2629668	200	23	24	18075	77	110	1686	1	0	60	0.0024	0.359	0.5417	0.0077	0.5652	1.0	1.0	2.301	1.1139	1.3802	0.4583	-0.2939	0.5162	7
1793	385	399	4138007	4138019	125	17	13	14167	83	141	1356	1	0	200	0.5678	0.256	0.8571	0.0103	0.8235	0.9231	0.0	2.0969	1.1461	1.0792	-0.1429	-0.1146	0.2901	7
1794	1404	1410	5202306	5202324	85	9	18	8948	97	119	1627	0	1	40	0.2668	0.213	0.3333	0.0037	0.6667	1.0	1.0	1.9294	0.7782	1.2553	0.6667	-0.1776	0.215	1
1795	1628	1638	589740	589752	87	15	12	8047	82	109	1692	1	0	60	0.0638	0.275	0.8333	0.0059	0.6667	1.0	1.0	1.9395	1.0	1.0792	0.1667	-0.2774	0.2288	6
1796	349	362	1115618	1115654	270	34	38	28445	96	126	1372	0	1	40	0.5088	0.4231	0.3611	0.0095	0.3823	0.9474	1.0	2.4314	1.1139	1.5563	0.6389	-0.1769	0.7512	7
1797	43	176	366881	366932	4048	178	96	421512	50	126	1360	0	1	40	0.0632	0.4032	0.3835	0.0978	0.7472	0.5313	0.0	3.6072	2.1239	1.7076	-0.6165	-0.1865	1.0	3
1801	41	206	1721788	1721968	12051	631	390	1383987	33	140	1402	0	1	40	0.0585	0.5942	0.9167	0.1177	0.2615	0.4615	1.0	4.081	2.2175	2.2553	0.0833	-0.1028	1.0	3
1803	936	944	639848	639857	65	9	9	11132	161	182	1387	0	1	40	0.6388	0.0972	0.8889	0.0058	0.8889	1.0	1.0	1.8129	0.9031	0.9542	0.1111	0.338	0.1773	3
1807	1374	1382	1036577	1036598	110	9	21	11570	93	118	1387	0	1	40	0.0072	0.3452	0.381	0.0058	0.8889	1.0	1.0	2.0414	0.9031	1.3222	0.6191	-0.1783	0.2901	7
1808	1273	1283	167280	167335	313	33	58	29386	86	103	1353	0	1	185	0.1035	0.4309	0.1818	0.0074	0.303	0.9483	1.0	2.4955	1.0	1.7404	0.8182	-0.2665	0.8391	7
1811	1073	1094	96615	96658	512	55	49	68556	127	141	1627	0	1	40	0.6552	0.433	0.4884	0.0129	0.3818	0.8776	1.0	2.7093	1.3222	1.6335	0.5116	0.0461	0.9821	7
1815	890	944	2008592	2008620	345	86	56	45673	123	143	1694	0	1	70	0.8855	0.7718	0.5185	0.0319	0.6279	0.5	0.0	2.5378	1.7324	1.4472	-0.4815	0.0343	0.9997	7
1817	391	420	1312199	1312217	129	48	35	16308	112	150	1368	1	0	80	0.5716	0.7529	0.6207	0.0212	0.6042	0.5143	0.0	2.1106	1.4624	1.2553	-0.3793	-0.0124	0.8123	6
1818	1237	1261	161008	161069	617	125	83	75121	113	133	1354	0	1	40	0.1374	0.5785	0.3934	0.0177	0.192	0.7349	1.0	2.7903	1.3802	1.7853	0.6066	-0.0488	0.9996	7
1819	368	380	484193	484208	138	17	16	15501	91	135	1690	1	0	60	0.4355	0.2333	0.8	0.0071	0.7059	0.9375	1.0	2.1399	1.0792	1.1761	0.2	-0.1225	0.3068	6
1821	703	718	618132	618148	112	23	17	11154	87	111	1356	1	0	70	0.941	0.5333	0.9375	0.0111	0.6522	0.9412	1.0	2.0492	1.1761	1.2041	0.0625	-0.222	0.3977	2
1822	389	399	5427410	5427424	104	14	14	11748	84	135	1362	0	1	40	0.5712	0.2571	0.7143	0.0073	0.7143	1.0	1.0	2.017	1.0	1.1461	0.2857	-0.1175	0.2532	1
1823	168	181	973635	973704	540	69	70	66181	110	135	1354	1	0	70	0.2482	0.398	0.1884	0.0096	0.1884	0.9857	1.0	2.7324	1.1139	1.8389	0.8116	-0.0425	0.9814	2
1824	45	62	323844	323852	62	24	14	7716	117	134	1360	0	1	200	0.0662	0.5441	0.4706	0.0125	0.7083	0.5714	0.0	1.7924	1.2305	0.9031	-0.5294	-0.0277	0.2482	7
1827	450	458	1009978	1009999	98	16	21	10784	96	132	1690	1	0	60	0.5325	0.4167	0.381	0.0047	0.5	1.0	1.0	1.9912	0.9031	1.3222	0.6191	-0.1403	0.2901	1
1828	1495	1502	3509718	3509731	56	12	13	5587	85	116	1686	1	0	60	0.2183	0.3846	0.5385	0.0041	0.5833	1.0	1.0	1.7482	0.8451	1.1139	0.4615	-0.2206	0.1965	1
1830	1604	1612	1194800	1194814	63	15	14	5232	73	94	1656	1	0	100	0.0531	0.4375	0.5714	0.0048	0.5333	1.0	1.0	1.7993	0.9031	1.1461	0.4286	-0.3512	0.2195	1
1833	1068	1077	188817	188826	60	12	11	6735	99	127	1687	1	0	70	0.7232	0.2593	1.0	0.0053	0.75	0.8182	0.5	1.7781	0.9542	0.9542	0.0	-0.123	0.1862	7
1835	39	195	554961	555021	5970	188	118	618937	43	125	1356	0	1	40	0.0575	0.3622	0.3846	0.115	0.8298	0.5085	0.0	3.776	2.1931	1.7781	-0.6154	-0.19	1.0	3
1836	39	193	519483	519540	5852	205	117	608466	42	126	1356	0	1	40	0.0575	0.3333	0.3701	0.1136	0.7512	0.4872	0.0	3.7673	2.1875	1.7559	-0.6299	-0.1877	1.0	3
1837	1252	1264	1229599	1229628	269	22	29	26745	71	125	1353	0	1	70	0.1316	0.227	0.4138	0.0089	0.5454	1.0	1.0	2.4297	1.0792	1.4624	0.5862	-0.2233	0.5757	7
1838	1161	1170	2173332	2173340	56	10	9	5966	90	124	1710	1	0	100	0.6316	0.2222	0.8889	0.0053	0.9	0.8889	0.0	1.7482	0.9542	0.9031	-0.1111	-0.1677	0.1773	6
1839	1448	1468	5281659	5281668	83	26	13	10583	115	143	1650	1	0	69	0.2206	0.5389	0.45	0.0121	0.7692	0.6923	0.0	1.9191	1.301	0.9542	-0.55	-0.0039	0.3068	7
1843	1550	1561	838654	838663	68	13	9	6216	80	103	1687	1	0	80	0.1494	0.3131	0.8182	0.0065	0.8461	1.0	0.0	1.8325	1.0414	0.9542	-0.1818	-0.2858	0.2051	7
1844	1297	1308	1439661	1439674	104	16	13	12367	110	132	1626	1	0	70	0.3911	0.2727	0.8461	0.0068	0.6875	1.0	1.0	2.017	1.0414	1.1139	0.1539	-0.071	0.257	6
1846	1190	1201	9007	9033	180	24	27	17505	87	111	1362	0	1	175	0.2364	0.3706	0.4231	0.0081	0.4583	0.963	1.0	2.2553	1.0414	1.415	0.5769	-0.2402	0.4729	2
1851	39	216	2797592	2797652	5846	323	149	608295	44	127	1358	0	1	40	0.0574	0.4495	0.339	0.1303	0.548	0.4027	0.0	3.7669	2.248	1.7781	-0.661	-0.1871	1.0	3
1852	1043	1076	4399271	4399296	208	64	49	23267	96	133	1364	1	0	80	0.4223	0.7479	0.7576	0.0242	0.5156	0.5102	0.0	2.3181	1.5185	1.3979	-0.2424	-0.1261	0.9703	6
1855	1293	1304	3626796	3626816	163	18	20	16916	83	126	1362	0	1	50	0.0852	0.2591	0.55	0.0081	0.6111	1.0	1.0	2.2122	1.0414	1.301	0.45	-0.1892	0.3663	6
1857	7	19	21512	21518	56	13	6	6632	108	132	1354	1	0	70	0.0103	0.2222	0.5	0.0089	0.9231	1.0	0.0	1.7482	1.0792	0.7782	-0.5	-0.0748	0.1773	2
1858	41	209	1853674	1853744	6484	223	117	666047	40	126	1358	0	1	40	0.0604	0.4486	0.4167	0.1237	0.7534	0.5983	0.0	3.8118	2.2253	1.8451	-0.5833	-0.1975	1.0	3
1859	1019	1035	2224815	2224820	49	17	5	5842	108	140	1366	1	0	80	0.4846	0.3875	0.3125	0.0117	0.9412	1.0	0.0	1.6902	1.2041	0.699	-0.6875	-0.0686	0.1852	7
1860	39	197	1913522	1913670	12834	570	356	1487763	37	141	1400	0	1	40	0.0557	0.4512	0.9367	0.1129	0.2772	0.4157	0.0	4.1084	2.1987	2.1703	-0.0633	-0.0944	1.0	3
1866	387	403	1349016	1349036	231	25	20	23488	65	126	1694	1	0	80	0.4569	0.2781	0.8	0.0094	0.64	1.0	1.0	2.3636	1.2041	1.301	0.2	-0.2056	0.5296	6
1867	161	168	2891780	2891804	158	9	24	16680	80	119	1387	0	1	40	0.2322	0.0595	0.2917	0.005	0.7778	1.0	1.0	2.1987	0.8451	1.3802	0.7083	-0.1752	0.2901	1
1868	1306	1322	3632953	3632989	308	44	44	29612	82	125	1364	1	0	80	0.0616	0.4653	0.4444	0.0117	0.3636	0.8182	1.0	2.4885	1.2041	1.5563	0.5556	-0.2489	0.8612	6
1871	642	744	942520	942532	536	118	52	61209	106	127	1670	0	1	40	0.7689	0.5621	0.1177	0.0611	0.8644	0.2308	0.0	2.7292	2.0086	1.0792	-0.8824	-0.1078	0.9979	7
1873	39	195	2357383	2357532	8726	653	398	1001426	41	141	1402	0	1	40	0.0556	0.6246	0.9551	0.1113	0.2389	0.3744	0.0	3.9408	2.1931	2.1732	-0.0449	-0.1034	1.0	3
1875	649	661	911696	911833	806	61	140	87496	83	132	1687	1	0	80	0.7694	0.5097	0.0876	0.0071	0.1967	0.9786	1.0	2.9063	1.0792	2.1367	0.9124	-0.1519	0.9999	7
1876	111	121	104337	104353	101	10	17	16669	153	175	1353	0	1	100	0.1641	0.3688	0.625	0.0074	1.0	0.9412	1.0	2.0043	1.0	1.2041	0.375	0.2894	0.2792	7
1877	953	975	2262960	2262963	52	22	8	6105	80	159	1692	1	0	70	0.8475	0.2121	0.1364	0.013	1.0	0.375	0.0	1.716	1.3424	0.4771	-0.8636	-0.0828	0.1715	7
1878	958	964	3550754	3550771	71	11	17	7502	91	124	1682	1	0	60	0.8537	0.3039	0.3529	0.0036	0.5454	1.0	1.0	1.8513	0.7782	1.2305	0.6471	-0.1745	0.2083	1
1879	1186	1193	238656	238667	60	10	11	6863	100	132	1362	1	0	120	0.2482	0.2208	0.6364	0.0051	0.7	1.0	1.0	1.7781	0.8451	1.0414	0.3636	-0.1064	0.1822	1
1881	41	209	4401486	4401544	5533	288	155	584291	43	126	1356	0	1	40	0.0605	0.4322	0.3452	0.1239	0.5833	0.3742	0.0	3.743	2.2253	1.7634	-0.6548	-0.175	1.0	3
